Name,EndsVowel,EndsA,LenGt5,StartsVowel,HasY,IsFemale
Corinne,1,0,1,0,0,1
Dennie,1,0,1,0,0,1
Christopher,0,0,1,0,0,0
Rex,0,0,0,0,0,0
Rhona,1,1,0,0,0,1
Darlene,1,0,1,0,0,1
Andri,1,0,0,1,0,0
Shelley,0,0,1,0,1,1
Aubry,0,0,0,1,1,1
Koo,0,0,0,0,0,1
Lacee,1,0,0,0,0,1
Trixi,1,0,0,0,0,1
Timmy,0,0,0,0,1,0
Stafford,0,0,1,0,0,0
Dasya,1,1,0,0,1,1
Malory,0,0,1,0,1,1
Donelle,1,0,1,0,0,1
Merrily,0,0,1,0,1,1
Peta,1,1,0,0,0,1
Pablo,0,0,0,0,0,0
Dimitris,0,0,1,0,0,0
Garvy,0,0,0,0,1,0
Simonne,1,0,1,0,0,1
Garvin,0,0,1,0,0,0
Kristen,0,0,1,0,0,1
Dinny,0,0,0,0,1,1
Emyle,1,0,0,1,1,1
Piotr,0,0,0,0,0,0
Del,0,0,0,0,0,0
Kyla,1,1,0,0,1,1
Phillip,0,0,1,0,0,0
Ismail,0,0,1,1,0,0
Joyan,0,0,0,0,1,1
Blakelee,1,0,1,0,0,1
Erna,1,1,0,1,0,1
Cresa,1,1,0,0,0,1
Camel,0,0,0,0,0,1
Gaven,0,0,0,0,0,0
Gerri,1,0,0,0,0,1
Jolene,1,0,1,0,0,1
Daffy,0,0,0,0,1,0
Marty,0,0,0,0,1,0
Berkie,1,0,1,0,0,0
Ninnette,1,0,1,0,0,1
Lindy,0,0,0,0,1,0
Fritz,0,0,0,0,0,0
Maura,1,1,0,0,0,1
Marysa,1,1,1,0,1,1
Daisi,1,0,0,0,0,1
Filip,0,0,0,0,0,0
Roxana,1,1,1,0,0,1
Madel,0,0,0,0,0,1
Ben,0,0,0,0,0,0
Patti,1,0,0,0,0,1
Nena,1,1,0,0,0,1
Jonathan,0,0,1,0,0,0
Osbert,0,0,1,1,0,0
Jeraldine,1,0,1,0,0,1
Gideon,0,0,1,0,0,0
Ortensia,1,1,1,1,0,1
Kostas,0,0,1,0,0,0
Tess,0,0,0,0,0,1
Forbes,0,0,1,0,0,0
Vladimir,0,0,1,0,0,0
Madella,1,1,1,0,0,1
Daryl,0,0,0,0,1,0
Pepito,0,0,1,0,0,0
Godart,0,0,1,0,0,0
Gustave,1,0,1,0,0,0
Benn,0,0,0,0,0,0
Lion,0,0,0,0,0,0
Whitaker,0,0,1,0,0,0
Petronia,1,1,1,0,0,1
Louis,0,0,0,0,0,0
Devora,1,1,1,0,0,1
Isabelle,1,0,1,1,0,1
Enrichetta,1,1,1,1,0,1
Marlo,0,0,0,0,0,0
Edsel,0,0,0,1,0,0
William,0,0,1,0,0,0
Anna-Maria,1,1,1,1,0,1
Margurite,1,0,1,0,0,1
Otho,0,0,0,1,0,0
Deni,1,0,0,0,0,1
Erek,0,0,0,1,0,0
Jillane,1,0,1,0,0,1
Myrta,1,1,0,0,1,1
Arnold,0,0,1,1,0,0
Tally,0,0,0,0,1,0
Winifield,0,0,1,0,0,0
Terencio,0,0,1,0,0,0
Jeth,0,0,0,0,0,0
Fazeel,0,0,1,0,0,0
Fara,1,1,0,0,0,1
Rajeev,0,0,1,0,0,0
Wald,0,0,0,0,0,0
Tina,1,1,0,0,0,1
Magnum,0,0,1,0,0,0
Sonja,1,1,0,0,0,1
Paddy,0,0,0,0,1,0
Cameo,0,0,0,0,0,1
Douglas,0,0,1,0,0,0
Lorna,1,1,0,0,0,1
Bella,1,1,0,0,0,1
Blondie,1,0,1,0,0,1
Rivy,0,0,0,0,1,1
Kinna,1,1,0,0,0,1
Ephram,0,0,1,1,0,0
Maren,0,0,0,0,0,1
Oberon,0,0,1,1,0,0
Christ,0,0,1,0,0,0
Olaf,0,0,0,1,0,0
Allegra,1,1,1,1,0,1
Davidson,0,0,1,0,0,0
Norah,0,0,0,0,0,1
Vanda,1,1,0,0,0,1
Laurent,0,0,1,0,0,0
Giacinta,1,1,1,0,0,1
Rodrigo,0,0,1,0,0,0
Janis,0,0,0,0,0,1
Gertie,1,0,1,0,0,1
Michaeline,1,0,1,0,0,1
Westleigh,0,0,1,0,0,0
Evy,0,0,0,1,1,1
Hellene,1,0,1,0,0,1
Marj,0,0,0,0,0,1
Elysia,1,1,1,1,1,1
Edgardo,0,0,1,1,0,0
Isidora,1,1,1,1,0,1
Hewe,0,0,0,0,0,0
Hassan,0,0,1,0,0,0
Lorinda,1,1,1,0,0,1
Albatros,0,0,1,1,0,0
Ilona,1,1,0,1,0,1
Mariam,0,0,1,0,0,1
Doretta,1,1,1,0,0,1
Kendre,1,0,1,0,0,1
Ardyth,0,0,1,1,1,1
Rycca,1,1,0,0,1,1
Kelsi,1,0,0,0,0,1
Lacey,0,0,0,0,1,1
Godwin,0,0,1,0,0,0
Bonny,0,0,0,0,1,1
Marmaduke,1,0,1,0,0,0
Jaine,1,0,0,0,0,1
Stanleigh,0,0,1,0,0,0
Maud,0,0,0,0,0,1
Cherice,1,0,1,0,0,1
Romola,1,1,1,0,0,1
Gennie,1,0,1,0,0,1
Flore,1,0,0,0,0,1
Corabelle,1,0,1,0,0,1
Amabel,0,0,1,1,0,1
Fortune,1,0,1,0,0,1
Butch,0,0,0,0,0,0
Adolfo,0,0,1,1,0,0
Arron,0,0,0,1,0,0
Elenore,1,0,1,1,0,1
Vanny,0,0,0,0,1,1
Em,0,0,0,1,0,1
Rhiamon,0,0,1,0,0,1
Karleen,0,0,1,0,0,1
Orsola,1,1,1,1,0,1
Sibyl,0,0,0,0,1,1
Kaye,0,0,0,0,1,1
Glyn,0,0,0,0,1,1
Gerda,1,1,0,0,0,1
Zacharie,1,0,1,0,0,0
Magda,1,1,0,0,0,1
Sullivan,0,0,1,0,0,0
Beatrix,0,0,1,0,0,1
Timmie,1,0,1,0,0,0
Chancey,0,0,1,0,1,0
Arda,1,1,0,1,0,1
Sybilla,1,1,1,0,1,1
Nickie,1,0,1,0,0,0
Hanan,0,0,0,0,0,0
Ferd,0,0,0,0,0,0
Alejandrina,1,1,1,1,0,1
Aub,0,0,0,1,0,0
Cassandra,1,1,1,0,0,1
Gina,1,1,0,0,0,1
Joanne,1,0,1,0,0,1
Blayne,1,0,1,0,1,0
Shirlene,1,0,1,0,0,1
Marne,1,0,0,0,0,1
Moll,0,0,0,0,0,1
Dannie,1,0,1,0,0,0
Theo,0,0,0,0,0,0
Adara,1,1,0,1,0,1
Greggory,0,0,1,0,1,0
Anastasie,1,0,1,1,0,1
Radcliffe,1,0,1,0,0,0
Goldi,1,0,0,0,0,1
Mavra,1,1,0,0,0,1
Shandy,0,0,1,0,1,1
Scotty,0,0,1,0,1,0
Pearle,1,0,1,0,0,1
Sherlock,0,0,1,0,0,0
Athena,1,1,1,1,0,1
Christy,0,0,1,0,1,1
Darci,1,0,0,0,0,1
Rochester,0,0,1,0,0,0
Velvet,0,0,1,0,0,1
Min,0,0,0,0,0,1
Osbourne,1,0,1,1,0,0
Lib,0,0,0,0,0,1
Leone,1,0,0,0,0,1
Isobel,0,0,1,1,0,1
Selie,1,0,0,0,0,1
Ethelin,0,0,1,1,0,1
Johann,0,0,1,0,0,0
Cathlene,1,0,1,0,0,1
Pierrette,1,0,1,0,0,1
Benedict,0,0,1,0,0,0
Rosabel,0,0,1,0,0,1
Brianne,1,0,1,0,0,1
Ferne,1,0,0,0,0,1
Johannah,0,0,1,0,0,1
Roberta,1,1,1,0,0,1
Prentiss,0,0,1,0,0,0
Dmitri,1,0,1,0,0,0
Alicea,1,1,1,1,0,1
Yevette,1,0,1,1,1,1
Norman,0,0,1,0,0,0
Moreen,0,0,1,0,0,1
Jewell,0,0,1,0,0,1
Donetta,1,1,1,0,0,1
Lemar,0,0,0,0,0,0
Andy,0,0,0,1,1,0
Ofelia,1,1,1,1,0,1
Lila,1,1,0,0,0,1
Brit,0,0,0,0,0,1
Theressa,1,1,1,0,0,1
Sophie,1,0,1,0,0,1
Dorcas,0,0,1,0,0,1
Lane,0,0,0,0,0,0
Eugene,1,0,1,1,0,0
Philippa,1,1,1,0,0,1
Felice,1,0,1,0,0,0
Aina,1,1,0,1,0,1
Kelsey,0,0,1,0,1,0
Rochette,1,0,1,0,0,1
Hale,0,0,0,0,0,0
Ricard,0,0,1,0,0,0
Sosanna,1,1,1,0,0,1
Alston,0,0,1,1,0,0
Britt,0,0,0,0,0,1
Avraham,0,0,1,1,0,0
Row,0,0,0,0,0,1
Prasun,0,0,1,0,0,0
Katerina,1,1,1,0,0,1
Ansell,0,0,1,1,0,0
Mathias,0,0,1,0,0,0
Maire,1,0,0,0,0,1
Gillian,0,0,1,0,0,1
Martie,1,0,1,0,0,1
Lyle,0,0,0,0,1,0
Elise,1,0,0,1,0,1
Ingaborg,0,0,1,1,0,1
Ricky,0,0,0,0,1,1
Ellette,1,0,1,1,0,1
Anton,0,0,0,1,0,0
Thaddeus,0,0,1,0,0,0
Brynn,0,0,0,0,1,1
Fabrice,1,0,1,0,0,1
Prudi,1,0,0,0,0,1
Jodie,1,0,0,0,0,0
Elwira,1,1,1,1,0,1
Amata,1,1,0,1,0,1
Shauna,1,1,1,0,0,1
Shana,1,1,0,0,0,1
Ayn,0,0,0,1,1,1
Mora,1,1,0,0,0,1
Carlin,0,0,1,0,0,0
Marsh,0,0,0,0,0,0
Paulo,0,0,0,0,0,0
Krystle,1,0,1,0,1,1
Worth,0,0,0,0,0,0
Cecil,0,0,0,0,0,1
Cordie,1,0,1,0,0,1
Adriena,1,1,1,1,0,1
Frances,0,0,1,0,0,1
Dolora,1,1,1,0,0,1
Silvano,0,0,1,0,0,0
Karie,1,0,0,0,0,1
Armand,0,0,1,1,0,0
Tilly,0,0,0,0,1,1
Rog,0,0,0,0,0,0
Darryl,0,0,1,0,1,0
Kanya,1,1,0,0,1,1
Durward,0,0,1,0,0,0
Bartel,0,0,1,0,0,0
Dorit,0,0,0,0,0,1
Chrysa,1,1,1,0,1,1
Barnaby,0,0,1,0,1,0
Hamlet,0,0,1,0,0,0
Eliott,0,0,1,1,0,0
Billi,1,0,0,0,0,1
Percy,0,0,0,0,1,0
Pincas,0,0,1,0,0,0
Sallyann,0,0,1,0,1,1
Reginald,0,0,1,0,0,0
Charlott,0,0,1,0,0,1
Jonie,1,0,0,0,0,1
Ruth,0,0,0,0,0,1
Rhett,0,0,0,0,0,0
Mattie,1,0,1,0,0,0
Cariotta,1,1,1,0,0,1
Twyla,1,1,0,0,1,1
Ronnie,1,0,1,0,0,0
Lyn,0,0,0,0,1,1
Melisande,1,0,1,0,0,1
Emiline,1,0,1,1,0,1
Robinetta,1,1,1,0,0,1
Graig,0,0,0,0,0,0
Abigael,0,0,1,1,0,1
Liana,1,1,0,0,0,1
Cappella,1,1,1,0,0,1
Bernetta,1,1,1,0,0,1
Danya,1,1,0,0,1,1
Kris,0,0,0,0,0,1
Clare,1,0,0,0,0,0
Petey,0,0,0,0,1,0
Ellen,0,0,0,1,0,1
Candace,1,0,1,0,0,1
Marilin,0,0,1,0,0,1
Jermaine,1,0,1,0,0,1
Kellia,1,1,1,0,0,1
Randie,1,0,1,0,0,1
Dyann,0,0,0,0,1,1
Magna,1,1,0,0,0,1
Abbott,0,0,1,1,0,0
Pietra,1,1,1,0,0,1
Jacquenette,1,0,1,0,0,1
Skylar,0,0,1,0,1,0
Camille,1,0,1,0,0,1
Deloria,1,1,1,0,0,1
Kassie,1,0,1,0,0,1
Huey,0,0,0,0,1,0
Chen,0,0,0,0,0,0
Mason,0,0,0,0,0,0
Zitella,1,1,1,0,0,1
Lilah,0,0,0,0,0,1
Alix,0,0,0,1,0,0
Betti,1,0,0,0,0,1
Desdemona,1,1,1,0,0,1
Linus,0,0,0,0,0,0
Lennie,1,0,1,0,0,0
Auguste,1,0,1,1,0,1
Matty,0,0,0,0,1,0
Meade,1,0,0,0,0,0
Scotti,1,0,1,0,0,0
Tresa,1,1,0,0,0,1
Creighton,0,0,1,0,0,0
Alexander,0,0,1,1,0,0
Edwina,1,1,1,1,0,1
Merline,1,0,1,0,0,1
Hermine,1,0,1,0,0,1
Neely,0,0,0,0,1,1
Revkah,0,0,1,0,0,1
Lynna,1,1,0,0,1,1
Samuela,1,1,1,0,0,1
Page,0,0,0,0,0,1
Jennica,1,1,1,0,0,1
Chauncey,0,0,1,0,1,0
Alastair,0,0,1,1,0,0
Anetta,1,1,1,1,0,1
Deva,1,1,0,0,0,1
Micky,0,0,0,0,1,1
Walsh,0,0,0,0,0,0
Westley,0,0,1,0,1,0
Candy,0,0,0,0,1,1
Keenan,0,0,1,0,0,0
Doralia,1,1,1,0,0,1
Bertha,1,1,1,0,0,1
Baxter,0,0,1,0,0,0
Cassy,0,0,0,0,1,1
Peg,0,0,0,0,0,1
Billie,1,0,1,0,0,0
Abbe,0,0,0,1,0,1
Gilbertina,1,1,1,0,0,1
Herminia,1,1,1,0,0,1
Aimil,0,0,0,1,0,1
Charity,0,0,1,0,1,1
Joby,0,0,0,0,1,1
Yonina,1,1,1,1,1,1
Dougie,1,0,1,0,0,0
Arleyne,1,0,1,1,1,1
Aron,0,0,0,1,0,0
Golda,1,1,0,0,0,1
Skelly,0,0,1,0,1,0
Nels,0,0,0,0,0,0
Tammie,1,0,1,0,0,0
Tamas,0,0,0,0,0,0
Jervis,0,0,1,0,0,0
Marice,1,0,1,0,0,1
Matty,0,0,0,0,1,1
Carmel,0,0,1,0,0,1
Jacynth,0,0,1,0,1,1
Bird,0,0,0,0,0,1
Edgar,0,0,0,1,0,0
Penny,0,0,0,0,1,1
Alexei,1,0,1,1,0,0
Lanni,1,0,0,0,0,1
Randie,1,0,1,0,0,0
Ruperto,0,0,1,0,0,0
Quentin,0,0,1,0,0,1
Tessie,1,0,1,0,0,1
Angelico,0,0,1,1,0,0
Uri,1,0,0,1,0,0
Margo,0,0,0,0,0,1
Ambros,0,0,1,1,0,0
Nathan,0,0,1,0,0,0
Abdel,0,0,0,1,0,0
Garfield,0,0,1,0,0,0
Camile,1,0,1,0,0,1
Yanaton,0,0,1,1,1,0
Maurise,1,0,1,0,0,1
Dulcine,1,0,1,0,0,1
Rockwell,0,0,1,0,0,0
Blair,0,0,0,0,0,0
Dino,0,0,0,0,0,0
Jasmin,0,0,1,0,0,1
Ward,0,0,0,0,0,0
Lucila,1,1,1,0,0,1
Andra,1,1,0,1,0,1
Lindi,1,0,0,0,0,1
Shilpa,1,1,1,0,0,1
Igor,0,0,0,1,0,0
Shelden,0,0,1,0,0,0
Corena,1,1,1,0,0,1
Shoshana,1,1,1,0,0,1
Ephraim,0,0,1,1,0,0
Clary,0,0,0,0,1,1
Tedrick,0,0,1,0,0,0
Winslow,0,0,1,0,0,0
Chrissy,0,0,1,0,1,1
Shani,1,0,0,0,0,1
Luelle,1,0,1,0,0,1
Dyna,1,1,0,0,1,1
Britt,0,0,0,0,0,0
Bret,0,0,0,0,0,0
Rand,0,0,0,0,0,0
Shem,0,0,0,0,0,0
Cybil,0,0,0,0,1,1
Madalyn,0,0,1,0,1,1
Brice,1,0,0,0,0,0
Nadia,1,1,0,0,0,1
Orton,0,0,0,1,0,0
Augustus,0,0,1,1,0,0
Anthony,0,0,1,1,1,0
Demetria,1,1,1,0,0,1
Alena,1,1,0,1,0,1
Carey,0,0,0,0,1,1
Corly,0,0,0,0,1,1
Nathanael,0,0,1,0,0,0
Marcio,0,0,1,0,0,0
Sonnie,1,0,1,0,0,0
Merle,1,0,0,0,0,0
Nertie,1,0,1,0,0,1
Dorette,1,0,1,0,0,1
Storey,0,0,1,0,1,1
Roanna,1,1,1,0,0,1
Matthieu,0,0,1,0,0,0
Shanan,0,0,1,0,0,0
Ealasaid,0,0,1,1,0,1
Lebbie,1,0,1,0,0,1
Madelle,1,0,1,0,0,1
Elsa,1,1,0,1,0,1
Skipper,0,0,1,0,0,0
Jed,0,0,0,0,0,0
Imojean,0,0,1,1,0,1
Thedric,0,0,1,0,0,0
Kaitlin,0,0,1,0,0,1
Salvador,0,0,1,0,0,0
Hermia,1,1,1,0,0,1
Marcelia,1,1,1,0,0,1
Brooke,1,0,1,0,0,0
Karlie,1,0,1,0,0,1
Kyle,0,0,0,0,1,0
Rayshell,0,0,1,0,1,1
Howie,1,0,0,0,0,0
Reeta,1,1,0,0,0,1
Rosalind,0,0,1,0,0,1
Ariella,1,1,1,1,0,1
Angelia,1,1,1,1,0,1
Gilli,1,0,0,0,0,1
Irma,1,1,0,1,0,1
Sanson,0,0,1,0,0,0
Eugenie,1,0,1,1,0,1
Guillemette,1,0,1,0,0,1
Shell,0,0,0,0,0,0
Saudra,1,1,1,0,0,1
Claribel,0,0,1,0,0,1
Benny,0,0,0,0,1,0
Er,0,0,0,1,0,0
Joscelin,0,0,1,0,0,1
Niles,0,0,0,0,0,0
Tory,0,0,0,0,1,1
Jotham,0,0,1,0,0,0
Shadow,0,0,1,0,0,0
Phedra,1,1,1,0,0,1
Torey,0,0,0,0,1,1
Carlye,1,0,1,0,1,1
Neile,1,0,0,0,0,1
Aldrich,0,0,1,1,0,0
Dulci,1,0,0,0,0,1
Camellia,1,1,1,0,0,1
Fawna,1,1,0,0,0,1
Kizzee,1,0,1,0,0,1
Elsbeth,0,0,1,1,0,1
Thurston,0,0,1,0,0,0
Rosabelle,1,0,1,0,0,1
Emmie,1,0,0,1,0,1
Otis,0,0,0,1,0,0
Case,0,0,0,0,0,0
Fern,0,0,0,0,0,1
Renee,1,0,0,0,0,1
Shirlee,1,0,1,0,0,1
Burta,1,1,0,0,0,1
Amelita,1,1,1,1,0,1
Nevil,0,0,0,0,0,0
Humbert,0,0,1,0,0,0
Benedicta,1,1,1,0,0,1
Dion,0,0,0,0,0,1
Nealon,0,0,1,0,0,0
Marty,0,0,0,0,1,1
Winona,1,1,1,0,0,1
Natalya,1,1,1,0,1,1
Ryann,0,0,0,0,1,1
Berny,0,0,0,0,1,1
Marianna,1,1,1,0,0,1
Florri,1,0,1,0,0,1
Karon,0,0,0,0,0,1
Nara,1,1,0,0,0,1
Caryl,0,0,0,0,1,1
Walker,0,0,1,0,0,0
Alameda,1,1,1,1,0,1
Annmarie,1,0,1,1,0,1
Norbert,0,0,1,0,0,0
Nicky,0,0,0,0,1,1
Conney,0,0,1,0,1,1
Jennette,1,0,1,0,0,1
Merrill,0,0,1,0,0,0
Andrea,1,1,1,1,0,0
Mateo,0,0,0,0,0,0
Olga,1,1,0,1,0,1
Kaile,1,0,0,0,0,1
Korella,1,1,1,0,0,1
Christy,0,0,1,0,1,0
Erin,0,0,0,1,0,1
Marna,1,1,0,0,0,1
Doug,0,0,0,0,0,0
Penelopa,1,1,1,0,0,1
Dimitry,0,0,1,0,1,0
Dean,0,0,0,0,0,0
Maryangelyn,0,0,1,0,1,1
Shanna,1,1,1,0,0,1
Randolf,0,0,1,0,0,0
Belva,1,1,0,0,0,1
Bianka,1,1,1,0,0,1
Tildy,0,0,0,0,1,1
Margaux,0,0,1,0,0,1
Aurea,1,1,0,1,0,1
Gaynor,0,0,1,0,1,1
Asia,1,1,0,1,0,1
Claudine,1,0,1,0,0,1
Zeus,0,0,0,0,0,0
Sisely,0,0,1,0,1,1
Winford,0,0,1,0,0,0
Norris,0,0,1,0,0,0
Melly,0,0,0,0,1,1
Zandra,1,1,1,0,0,1
Alicia,1,1,1,1,0,1
Selia,1,1,0,0,0,1
Marjy,0,0,0,0,1,1
Hamlen,0,0,1,0,0,0
Garold,0,0,1,0,0,0
Darren,0,0,1,0,0,0
Schuyler,0,0,1,0,1,0
Harri,1,0,0,0,0,1
Endora,1,1,1,1,0,1
Dusty,0,0,0,0,1,1
Vikky,0,0,0,0,1,1
Layney,0,0,1,0,1,1
Arlinda,1,1,1,1,0,1
Lenard,0,0,1,0,0,0
Rica,1,1,0,0,0,1
Mercedes,0,0,1,0,0,1
Ron,0,0,0,0,0,0
Bear,0,0,0,0,0,0
Aloysia,1,1,1,1,1,1
Rosa,1,1,0,0,0,1
Lacy,0,0,0,0,1,1
Darrin,0,0,1,0,0,0
Marsha,1,1,1,0,0,1
Max,0,0,0,0,0,0
Mackenzie,1,0,1,0,0,0
Tann,0,0,0,0,0,0
Urson,0,0,0,1,0,0
Basil,0,0,0,0,0,0
Ingmar,0,0,1,1,0,0
Melitta,1,1,1,0,0,1
Sanderson,0,0,1,0,0,0
Gene,0,0,0,0,0,1
Sully,0,0,0,0,1,0
Frederica,1,1,1,0,0,1
Catlaina,1,1,1,0,0,1
Taffy,0,0,0,0,1,1
Eada,1,1,0,1,0,1
Tarrah,0,0,1,0,0,1
Bellanca,1,1,1,0,0,1
Hill,0,0,0,0,0,0
Michale,1,0,1,0,0,0
Horacio,0,0,1,0,0,0
Thaine,1,0,1,0,0,0
Brooke,1,0,1,0,0,1
Ava,1,1,0,1,0,1
Brenda,1,1,1,0,0,1
Murray,0,0,1,0,1,0
Jeniffer,0,0,1,0,0,1
Lyda,1,1,0,0,1,1
Randall,0,0,1,0,0,0
Betteanne,1,0,1,0,0,1
Catha,1,1,0,0,0,1
Ophelie,1,0,1,1,0,1
Alfie,1,0,0,1,0,0
Christabella,1,1,1,0,0,1
Correna,1,1,1,0,0,1
Fredia,1,1,1,0,0,1
Rubia,1,1,0,0,0,1
Dew,0,0,0,0,0,1
Geof,0,0,0,0,0,0
Silvie,1,0,1,0,0,1
Petrina,1,1,1,0,0,1
Emmalee,1,0,1,1,0,1
Vite,0,0,0,0,0,0
Sioux,0,0,0,0,0,1
Nicolas,0,0,1,0,0,0
Nichols,0,0,1,0,0,0
Sabine,1,0,1,0,0,1
Tuesday,0,0,1,0,1,1
Christin,0,0,1,0,0,1
Morrie,1,0,1,0,0,0
Theresita,1,1,1,0,0,1
Fianna,1,1,1,0,0,1
Clint,0,0,0,0,0,0
Janeen,0,0,1,0,0,1
Jessamyn,0,0,1,0,1,1
Alejandro,0,0,1,1,0,0
Emmey,0,0,0,1,1,1
Krishna,1,1,1,0,0,0
Niki,1,0,0,0,0,0
Beth,0,0,0,0,0,1
Gwyn,0,0,0,0,1,1
Jimmy,0,0,0,0,1,0
Sampson,0,0,1,0,0,0
Ardith,0,0,1,1,0,1
Klaus,0,0,0,0,0,0
Gail,0,0,0,0,0,1
Wolfram,0,0,1,0,0,0
Nadeen,0,0,1,0,0,1
Lanny,0,0,0,0,1,1
Eunice,1,0,1,1,0,1
Heide,1,0,0,0,0,1
Meggy,0,0,0,0,1,1
Timothee,1,0,1,0,0,0
Chloris,0,0,1,0,0,1
Matt,0,0,0,0,0,0
Pembroke,1,0,1,0,0,0
Theda,1,1,0,0,0,1
Rosamond,0,0,1,0,0,1
Ted,0,0,0,0,0,1
Meredith,0,0,1,0,0,0
Ange,0,0,0,1,0,1
Peggie,1,0,1,0,0,1
Grace,1,0,0,0,0,1
Edmond,0,0,1,1,0,0
Chrysler,0,0,1,0,1,1
Hildagarde,1,0,1,0,0,1
Corbin,0,0,1,0,0,0
Aurlie,1,0,1,1,0,1
Deb,0,0,0,0,0,1
Letti,1,0,0,0,0,1
Samaria,1,1,1,0,0,1
Royal,0,0,0,0,1,0
Valry,0,0,0,0,1,1
Katine,1,0,1,0,0,1
Wilek,0,0,0,0,0,0
Ruperta,1,1,1,0,0,1
Dolli,1,0,0,0,0,1
Trixie,1,0,1,0,0,1
Adriaens,0,0,1,1,0,1
Miran,0,0,0,0,0,1
Riannon,0,0,1,0,0,1
Maurita,1,1,1,0,0,1
Kania,1,1,0,0,0,1
Arvin,0,0,0,1,0,0
Ilsa,1,1,0,1,0,1
Christa,1,1,1,0,0,1
Toby,0,0,0,0,1,1
Ethelyn,0,0,1,1,1,1
Valaria,1,1,1,0,0,1
Vito,0,0,0,0,0,0
Jeffie,1,0,1,0,0,0
Chip,0,0,0,0,0,0
Salomo,0,0,1,0,0,0
Arturo,0,0,1,1,0,0
Cyrill,0,0,1,0,1,0
Nanine,1,0,1,0,0,1
Willy,0,0,0,0,1,0
TeresaAnne,1,0,1,0,0,1
Lynnette,1,0,1,0,1,1
Bartholomew,0,0,1,0,0,0
Stan,0,0,0,0,0,0
Philomena,1,1,1,0,0,1
Harvie,1,0,1,0,0,0
Elayne,1,0,1,1,1,1
Genevra,1,1,1,0,0,1
Cissie,1,0,1,0,0,1
Juliana,1,1,1,0,0,1
Linnea,1,1,1,0,0,1
Daveen,0,0,1,0,0,1
Mag,0,0,0,0,0,1
Jaime,1,0,0,0,0,1
Daniele,1,0,1,0,0,1
Cassey,0,0,1,0,1,1
Kim,0,0,0,0,0,0
Adina,1,1,0,1,0,1
Gabriella,1,1,1,0,0,1
Nealson,0,0,1,0,0,0
Ariadne,1,0,1,1,0,1
Dian,0,0,0,0,0,1
Shari,1,0,0,0,0,1
Meggan,0,0,1,0,0,1
Charles,0,0,1,0,0,0
Cynthie,1,0,1,0,1,1
Michal,0,0,1,0,0,1
Zackariah,0,0,1,0,0,0
Mirabelle,1,0,1,0,0,1
Annadiane,1,0,1,1,0,1
Erinn,0,0,0,1,0,1
Randolph,0,0,1,0,0,0
Reggi,1,0,0,0,0,1
Abelard,0,0,1,1,0,0
Hattie,1,0,1,0,0,1
Margeaux,0,0,1,0,0,1
Charyl,0,0,1,0,1,1
Talya,1,1,0,0,1,1
Talyah,0,0,1,0,1,1
Sharline,1,0,1,0,0,1
Xever,0,0,0,0,0,0
Gusty,0,0,0,0,1,1
Belinda,1,1,1,0,0,1
Elianora,1,1,1,1,0,1
Janie,1,0,0,0,0,1
Antonetta,1,1,1,1,0,1
Marry,0,0,0,0,1,1
Chevy,0,0,0,0,1,0
Clinten,0,0,1,0,0,0
Teresita,1,1,1,0,0,1
Neysa,1,1,0,0,1,1
Evelina,1,1,1,1,0,1
Claude,1,0,1,0,0,1
Denyse,1,0,1,0,1,1
Zaria,1,1,0,0,0,1
Stepha,1,1,1,0,0,1
Kathryn,0,0,1,0,1,1
Linzy,0,0,0,0,1,1
Dabney,0,0,1,0,1,0
Reube,1,0,0,0,0,0
Margaretta,1,1,1,0,0,1
Isadore,1,0,1,1,0,1
Alli,1,0,0,1,0,1
Mikhail,0,0,1,0,0,0
Pearline,1,0,1,0,0,1
Norina,1,1,1,0,0,1
Caresa,1,1,1,0,0,1
Cobbie,1,0,1,0,0,0
Garp,0,0,0,0,0,0
Else,0,0,0,1,0,1
Herman,0,0,1,0,0,0
Gerianne,1,0,1,0,0,1
Amalie,1,0,1,1,0,1
Zippy,0,0,0,0,1,0
Roscoe,1,0,1,0,0,0
Merrili,1,0,1,0,0,1
Rhianna,1,1,1,0,0,1
Alyss,0,0,0,1,1,1
Abra,1,1,0,1,0,1
Wynne,1,0,0,0,1,1
Liora,1,1,0,0,0,1
Verge,1,0,0,0,0,0
Verile,1,0,1,0,0,1
Leonora,1,1,1,0,0,1
Bernd,0,0,0,0,0,0
Skell,0,0,0,0,0,0
Collins,0,0,1,0,0,0
Fredrick,0,0,1,0,0,0
Hannah,0,0,1,0,0,1
Delcina,1,1,1,0,0,1
Lily,0,0,0,0,1,1
Abbey,0,0,0,1,1,0
Sebastian,0,0,1,0,0,0
Barbara-Anne,1,0,1,0,0,1
Lenore,1,0,1,0,0,1
Nelli,1,0,0,0,0,1
Eli,1,0,0,1,0,0
Brear,0,0,0,0,0,1
Hermina,1,1,1,0,0,1
Berni,1,0,0,0,0,1
Inci,1,0,0,1,0,1
Rosalinde,1,0,1,0,0,1
Aldric,0,0,1,1,0,0
Anestassia,1,1,1,1,0,1
Christiane,1,0,1,0,0,1
Bryan,0,0,0,0,1,0
Sarena,1,1,1,0,0,1
Rozele,1,0,1,0,0,1
Dodie,1,0,0,0,0,1
Rey,0,0,0,0,1,0
Krystyna,1,1,1,0,1,1
Rebbecca,1,1,1,0,0,1
Diandra,1,1,1,0,0,1
